ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,Gender,AgeBracket,CountryCode,Regions (Included),Regions (Excluded),Electoral Districts (Included),Electoral Districts (Excluded),Radius Targeting (Included),Radius Targeting (Excluded),Metros (Included),Metros (Excluded),Postal Codes (Included),Postal Codes (Excluded),Location Categories (Included),Location Categories (Excluded),Interests,OsType,Segments,Language,AdvancedDemographics,Targeting Connection Type,Targeting Carrier (ISP),CreativeProperties
599a19107a8d5ba8a3edc45bfadb5a28efb35cd6b4c34a3b4afa8aa122b4e20e,https://www.snap.com/political-ads/asset/9f01a236b506b3453a75dd439f3d70644205e9740dc4a70567792515825dbc93?mediaType=jpg,EUR,142,36958,2020/03/11 12:09:27Z,2020/03/18 12:09:27Z,Lidingö stad,SE,,Lidingö stad,,17-,sweden,,,,,latitude 59.36625004812237;longitude 18.16654487854612;radius 5.0,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.lidingo.se/toppmeny/naringslivarbete/aktuellt/nyheterforforetagare/nyfacebookgruppforsommarjobb.5.1faeb133170a87e092412fd.html
6381e2d62241b1ab2771517e0f1871f07550da11f9a20042155d8239aa6b629b,https://www.snap.com/political-ads/asset/a2869873b2023a2446961351bf71ee515d7b0b7f9f375af273c965734642eb79?mediaType=mp4,USD,457,181242,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,18+,united states,Iowa,,,,,,,,,,,,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://newrepublic.com/article/155246/pete-buttigiegs-undeniable-allure
34c98a7fb4601192cd77f244e7060954cf951d2f19fd9be325d0ef96ad3a9bd1,https://www.snap.com/political-ads/asset/7889a50211c1297a739856f735203188ae991905f8d1a2e9447d2357e22e356c?mediaType=png,USD,60,20934,2020/02/17 19:09:13Z,,Greater Half,US,,Greater Half,,22+,united states,,,,,,,,,,,,,,,,en,,WIFI,,web_view_url:https://www.greaterhalf.com/collections/leather-patch-hats
d3cfb2d717102d86c14c3be87fc502411f917558119bf5b0f5834eae883e59ad,https://www.snap.com/political-ads/asset/ceda1ba0fdec3fd994d2e8ea057596992f912ad9c8f5b1c992335e13954a4045?mediaType=mp4,USD,139,63338,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,18+,united states,Iowa,,,,,,,,,,,,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://peteforamerica.com/health-care?utm_source=snapchat&utm_medium=video&utm_campaign=m4awwi&utm_content=countable_15s
8aa8435d253399bae9744ad0a2f5deaf19deedded3daeba378188467c97effb4,https://www.snap.com/political-ads/asset/eabfc4ee94120052a883489c1e58824b2af0e2b331b6114f8c56363dff74e589?mediaType=mp4,EUR,0,1420,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Clare,Cork,Kerry,Limerick",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
68512cff675e81f9e6bc32555eece86c1297b8b6a68325835bc9e026627da47c,https://www.snap.com/political-ads/asset/f41037a6220fa643c1ffd5b0345aab2da0406fa2c538c092aea95d76e5ea9f86?mediaType=mp4,USD,85,94915,2020/03/11 20:00:00Z,2020/03/17 23:30:31Z,KalamarosKilboy,"4232 Greenwood Dr.,Benton Harbor,49022,US",,YearnForTheBern,,16-30,united states,"California,Colorado,Nevada,New Mexico,New York,Illinois,Massachusetts,Oregon,Michigan,Washington,Texas,Florida",,,,,,,,,,,,"Advocates & Activists,Arts & Culture Mavens,Beachgoers & Surfers,Collegiates,Men's Lifestyle,Celebrity News Watchers,Political News Watchers,Philanthropists,Online Shoppers,Women's Lifestyle",,Provided by Advertiser,,,,,web_view_url:https://www.yearnforthebern.com/collections/babes-for-bernie
7ff725fe51c2d492ba51c3162c746008c7328bf96667f324adb0c7295387e563,https://www.snap.com/political-ads/asset/cf9ec17dbc8b0e6dcc99b03ed851d7698035822b9715dbf11a7387d7c1aa55f1?mediaType=png,CAD,215,106773,2020/01/24 18:15:00Z,2021/01/01 04:30:22Z,Data Sciences,"423 rue St-Nicolas suite 400,Montreal,H2Y2P4,CA",,"Rothmans, Benson & Hedges",,19+,canada,,,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://www.unsmoke.ca/tech?fields=allutm_campaign={{campaign.id}}&utm_source=snapchat&utm_medium=smm&utm_content={{ad.id}}
cb7f126f6a26219cdf2968483e3d68a3421f287153c748bdfeea099a763492ba,https://www.snap.com/political-ads/asset/4a91ba0a005f4204d95ce5f88d6d30a1b4bce69fd156846544ef4570d3a88b1e?mediaType=mp4,USD,7223,756936,2020/01/29 15:00:00Z,2020/04/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,24-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://pages.thetruth.com/ditch-juul-snap-comm?cid=social_asm_snapchat_ditchjuul_leadgen_snapcom_mobamba_6_1324
d2b9b5155aa5f21168fb8d86cb617d87009214bc845199266e96e1c483d46918,https://www.snap.com/political-ads/asset/e42ea840304cadc672d430ed5d3fcb0861504747476fcd7c066fc4af90ee3a87?mediaType=jpeg,EUR,150,75542,2020/02/18 18:31:17Z,,Veganerpartiet,DK,GIV OS EN UNDERSKRIFT,Veganerpartiet,FEMALE,18+,denmark,,,,,,,,,,,,,Pet & Animal Lovers,,Provided by Advertiser,da,,,,web_view_url:https://mailchi.mp/vgpt/snappels1
c2dbd357e1222a937da8132a5eded2cbf6c71af38d0c84a294ae9fcdfe5a8590,https://www.snap.com/political-ads/asset/0df75da5f0f2b3a71e5382b295b57fa66d3665c17628aaa0df58797475c34bbd?mediaType=jpg,EUR,554,1250003,2020/01/09 08:00:01Z,2020/03/01 22:59:59Z,Dentsu Aegis Network France,"4, Place de Saverne,Courbevoie,92400,FR",,Education Nationale,,15-17,france,,,,,,,,,,,,,,,,fr,,,,web_view_url:http://quandjepasselebac.education.fr/questions-que-vous-vous-posez-sur-le-controle-continu/
9a5c18f34200adce67c3746115bb353ab2f37a629abaa85de798f671df8df4f6,https://www.snap.com/political-ads/asset/6fcf8e70b0690c182e8b3fcad40f512578f75c1df3708fe59f248505520a3ef3?mediaType=mp4,USD,584,271568,2020/03/01 18:12:03Z,2020/04/01 06:59:59Z,Ciceron Inc,"126 N. 3rd Street,Minneapolis,55401,US",,Be the Match,,18-39,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.ourraceagainsttime.org/story-ruby-balloon/?utm_source=snapchat&utm_medium=paidsocial&utm_campaign=ourtime&utm_content=national_prospecting_ruby_balloon_lookalike_afa
54172b4087aafa58416c9d4ed080448e04a003f1eb0b70a5c7080da27a3c4d36,https://www.snap.com/political-ads/asset/8ed71027cd10fa2c43f598b8a92bdbc84a1796a902c6ee52a7486ac43b2764ab?mediaType=mp4,USD,2244,809917,2020/02/01 05:00:00Z,2020/03/10 23:59:59Z,"GMMB, Inc","3050 K Street,Washington,20007,US",Friends for Foxx,Friends for Foxx,,25-40,united states,,,,,,,,,"60007,60008,60009,60016,60017,60018,60019,60022,60025,60026,60029,60043,60053,60056,60062,60065,60068,60070,60076,60077,60082,60090,60091,60093,60104,60107,60130,60131,60133,60141,60153,60154,60155,60160,60161,60162,60163,60164,60165,60169,60171,60176,60179,60192,60201,60202,60203,60204,60208,60301,60302,60303,60304,60305,60402,60406,60409,60411,60412,60415,60419,60422,60425,60426,60428,60429,60430,60438,60439,60443,60445,60452,60453,60454,60455,60456,60457,60458,60459,60461,60462,60463,60464,60465,60466,60467,60469,60471,60472,60473,60475,60476,60477,60478,60480,60482,60487,60499,60501,60513,60525,60526,60534,60546,60558,60601,60602,60603,60604,60605,60606,60607,60608,60609,60610,60611,60612,60613,60614,60615,60616,60617,60618,60619,60620,60621,60622,60623,60624,60625,60626,60628,60629,60630,60631,60632,60633,60634,60636,60637,60638,60639,60640,60641,60642,60643,60644,60645,60646,60647,60649,60651,60652,60653,60654,60655,60656,60657,60659,60660,60661,60664,60666,60668,60669,60670,60673,60674,60675,60677,60678,60680,60681,60682,60684,60685,60686,60687,60688,60689,60690,60691,60693,60694,60695,60696,60697,60699,60701,60706,60707,60712,60714,60803,60804,60805,60827",,,,,,Provided by Advertiser,,,,,web_view_url:https://www.kimfoxx.com/join-us
4be47b37c060e05681a38d143737ead471419d47f737a2b107f7d58f649af106,https://www.snap.com/political-ads/asset/af3a152915f212185ca518f4c74ad2a67916df801b3de6f42e613cbe4b875e99?mediaType=mp4,USD,182,79850,2020/01/23 19:57:58Z,2020/02/04 04:59:59Z,Rising Tide Interactive LLC,"1250 H St. NW,Washington,20005,US",Voto Latino,Voto Latino,,18-35,united states,,,,,,,,,"78572,78245,78577,79938,78520,78046,77093,79928,78542,78574,78045,78640,78504,78586,76106,78526,77502,79927,78852,78041,78043,76110,77076,77075,78537,78242,77530,78589,77049,78541,77039,78596,78516,78573,78582,78570,79932,78539,77037,78724,78332,79934,75253,78617,78599,76164,78653,78566,79045,78224,77587,79714,79765,79070,78584,79104,77547,78557,79849,78252,78576,79922,78061,78257,78725,78076,79745,78616,75125,79766,78002,78839,79821,79323,78538","75217,79936,77084,78521,75211,75228,77036",,,,,,,,,,web_view_url:https://vr.rockthevote.com/registrants/new?partner=37610&source=SC_TX_Zips_Jan
a09849920301a810d5d5271812e22628c3bcffcf098ed2eaeec9deebee56f019,https://www.snap.com/political-ads/asset/01e4c466af7347b7840002350fd6836139b5df84d112c05560918c11b79e74a2?mediaType=jpg,USD,106,36905,2020/02/03 18:59:29Z,,Warren for President,"90 Cambridge Street,Charlestown,02129,US",Warren for President,Warren for President,,18+,united states,,"New Hampshire,Nevada,South Carolina",,,,,,,,,,,,,,en,,,,web_view_url:https://my.elizabethwarren.com/page/s/ew-free-college-om?source=WFP2020-LB-NATL-SN-US-CPA&subsource=LKL-PIX_SU-18_65-MF-CPA-STA-CSD-SU&utm_source=Snapchat&utm_medium=STA&utm_campaign=WFP2020
e6a8156c359c7bc681a9a478de8c8879d890d5017554590344edadb7a45420d6,https://www.snap.com/political-ads/asset/7329f73675376b61151103aec59666be49b44c5d602d329b228ffbffbcc1e31e?mediaType=mp4,USD,0,111,2020/01/18 22:29:10Z,,"Spotlight Media, LLC","4763 Pescadero Ave,San Diego,92107,US",Trump,Spotlight Media,MALE,25+,united states,,,,,,,,,,,,,,ANDROID,Provided by Advertiser,,,,,web_view_url:https://track.iboughtitdrunkonline.com/5e2385f377f06900013e9792
0056db0b61c05986315a8861d76977260484fef3bef7b6030ba183b037a87751,https://www.snap.com/political-ads/asset/df0ab9e9cbf7524df69ee096961ae584af7fd3dd9b6c7637b9c55871bb9331f6?mediaType=mp4,USD,104,48546,2020/01/23 19:57:58Z,2020/02/04 04:59:59Z,Rising Tide Interactive LLC,"1250 H St. NW,Washington,20005,US",Voto Latino,Voto Latino,,18-35,united states,,,,,,,,,"78572,78245,78577,79938,78520,78046,77093,79928,78542,78574,78045,78640,78504,78586,76106,78526,77502,79927,78852,78041,78043,76110,77076,77075,78537,78242,77530,78589,77049,78541,77039,78596,78516,78573,78582,78570,79932,78539,77037,78724,78332,79934,75253,78617,78599,76164,78653,78566,79045,78224,77587,79714,79765,79070,78584,79104,77547,78557,79849,78252,78576,79922,78061,78257,78725,78076,79745,78616,75125,79766,78002,78839,79821,79323,78538","75217,79936,77084,78521,75211,75228,77036",,,,,,,,,,web_view_url:https://vr.rockthevote.com/registrants/new?partner=37610&source=SC_TX_Zips_Jan
0f0c48b644179297e1555b4ec2a53591ddb9b8d0aa79d9efe99395755cb02e03,https://www.snap.com/political-ads/asset/806b0907c562adedf57239c8f3a2782e8474f1a2b04677929bde47a2703bd976?mediaType=jpg,USD,1625,1225970,2019/11/18 20:00:00Z,2020/03/20 03:59:51Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,24-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://pages.thetruth.com/tiq-this-is-quitting-snapchat-enlist/?cid=social_asm_snapchat_tiq_static_ditchjuul_autofill_enlist_1324
4d75c7e323f00a7a737549c346c020ec680954ff9e4d12566ecb261255e4c928,https://www.snap.com/political-ads/asset/d2dc995e22327bec5b7970db0f2fe4793530aa8305c1c5badcabfd0a5c79058f?mediaType=png,USD,495,55793,2020/02/06 05:42:51Z,2020/03/04 00:00:00Z,ACRONYM,US,,ACRONYM,,18+,united states,Texas,,,,,,,,,,,,,,,,,,,web_view_url:https://peoplespowergrab.civicengine.com/pledge?utm_source=snap&utm_medium=paid-cnv&utm_campaign=ppg&utm_term=tx-ptv-v&utm_content=3DE20E7C
8a42c1eb910daf47a70fc4ee2662439ea8e7cf67ff8845efd6d0c3003d751d20,https://www.snap.com/political-ads/asset/04b5f69818c36d06cf06b25099108cd78aeeaf2fd5437dbbc1b07668bd55f90c?mediaType=mp4,USD,2549,1051152,2020/02/01 14:00:35Z,2020/03/01 00:10:59Z,Ciceron Inc,"126 N. 3rd Street,Minneapolis,55401,US",,Be the Match,,18-39,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.ourraceagainsttime.org/story-bella/?utm_source=snapchat&utm_medium=paidsocial&utm_campaign=ourtime&utm_content=national_prospecting_bella_lookalike_pixel
1df3db1ea6707d817d7d7ad7b72f1ed57d8bab39e50a6da81dac168a7362df55,https://www.snap.com/political-ads/asset/ac8bf80649e81e782942c7808ab126292419a14c170da6646d8c78d5ba0d5df9?mediaType=png,USD,78,28945,2020/02/03 19:11:56Z,,Warren for President,"90 Cambridge Street,Charlestown,02129,US",Warren for President,Warren for President,,18+,united states,,"Nevada,New Hampshire,South Carolina",,,,,,,,,,,,,,,,,,web_view_url:https://my.elizabethwarren.com/page/s/ew-gun-safety-om?source=WFP2020-LB-NATL-SN-US-GVP&subsource=LKL-PIX_SU-18_65-MF-GVP-STA-ACCO-SU&utm_source=Snapchat&utm_medium=STA&utm_campaign=WFP2020
7acc1dc0db09f2db531cd36d5076333876503c23fdebabce10907b52163c4505,https://www.snap.com/political-ads/asset/0f60d1f8527bc3dbd8e3601fe8beae934e590edf147407176daafd275095b101?mediaType=jpeg,EUR,35,12972,2020/01/02 21:31:07Z,2020/01/09 21:31:07Z,Omid Atai - Ihr Landrat für Ebersberg,"Blumenstr. 70,Poing,85586,DE",Omid with dog,SPD Kreisverband Ebersberg,,17+,germany,,,,,,,,,"85591,85598,85604,85586,85570,85614,85567,85625,85661,85560,85617,85646",,,,"Beachgoers & Surfers,Fashion & Style Gurus,Fitness Enthusiasts,Green Living Enthusiasts,High Schoolers,Hipsters & Trendsetters,Men's Lifestyle,Parents & Family-Focused,Pet & Animal Lovers,Photographers,Sports Fans,Travel Enthusiasts",,Provided by Advertiser,de,,,,web_view_url:https://www.omid-atai.de
9ca106ee5096efbd0fbc7348cba429d54af8cd519537921e345fbb5163c5271c,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,9575,2920520,2020/01/23 17:00:00Z,2020/01/29 04:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,24-,united states,,,,,,,,,,,,,"Music Fans,Concert Venues",,,,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1324
ab5f654f048ea093fefc888b360a8dd8419764cda8c6e169f8cc0636f3d9c2bc,https://www.snap.com/political-ads/asset/788b8c2aa5259bc3873428bedb41935c3de19669416a3a17de2af865a910f33c?mediaType=mp4,GBP,37,26107,2020/01/20 12:51:03Z,2020/03/02 07:59:59Z,Republic of Media Ltd.,"4th Floor, Nova House,Edinburgh,EH3 9QQ,GB",,Scottish Government,,16-24,united kingdom,,,,,"latitude 57.98567982506083;longitude -4.063264558913488;radius 100.0,latitude 56.52710828753021;longitude -4.308450913781996;radius 100.0,latitude 55.26705149168325;longitude -4.03847524093365;radius 59.6,latitude 55.83508369018347;longitude -2.95649630557935;radius 43.07,latitude 55.344185666739264;longitude -3.0304266280490992;radius 23.24,latitude 57.13791640633423;longitude -2.5378028678328803;radius 76.12,latitude 58.013664956986304;longitude -6.402481356746819;radius 45.64",,,,,,,,,,Provided by Advertiser,,,,,
69f067ce30bdadf0ade561ee1b7d85bdc49b7889bd8bc99f1c2dc582422698fc,https://www.snap.com/political-ads/asset/7b7c9b7bf6e7b58495ccb4184a69e11c63efa2826f6aca42a016434655beef2a?mediaType=mp4,USD,129,50827,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,18+,united states,Iowa,,,,,,,,,,,,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://www.desmoinesregister.com/story/opinion/columnists/caucus/2020/01/02/pete-buttigieg-democrat-president-iowa-caucus-what-state-has-taught/2782471001/
31c0e4c0aac121eb1ecc8ffc0e147c0b3e099aebbabf90c78d35c8e57e1cb062,https://www.snap.com/political-ads/asset/f5d20711267b1ab8121b613e7a38d879fa03b568f02f71dd426f71d66784f615?mediaType=mp4,USD,3121,1102447,2020/02/01 05:00:00Z,2020/03/10 23:59:59Z,"GMMB, Inc","3050 K Street,Washington,20007,US",Friends for Foxx,Friends for Foxx,,25-40,united states,,,,,,,,,"60007,60008,60009,60016,60017,60018,60019,60022,60025,60026,60029,60043,60053,60056,60062,60065,60068,60070,60076,60077,60082,60090,60091,60093,60104,60107,60130,60131,60133,60141,60153,60154,60155,60160,60161,60162,60163,60164,60165,60169,60171,60176,60179,60192,60201,60202,60203,60204,60208,60301,60302,60303,60304,60305,60402,60406,60409,60411,60412,60415,60419,60422,60425,60426,60428,60429,60430,60438,60439,60443,60445,60452,60453,60454,60455,60456,60457,60458,60459,60461,60462,60463,60464,60465,60466,60467,60469,60471,60472,60473,60475,60476,60477,60478,60480,60482,60487,60499,60501,60513,60525,60526,60534,60546,60558,60601,60602,60603,60604,60605,60606,60607,60608,60609,60610,60611,60612,60613,60614,60615,60616,60617,60618,60619,60620,60621,60622,60623,60624,60625,60626,60628,60629,60630,60631,60632,60633,60634,60636,60637,60638,60639,60640,60641,60642,60643,60644,60645,60646,60647,60649,60651,60652,60653,60654,60655,60656,60657,60659,60660,60661,60664,60666,60668,60669,60670,60673,60674,60675,60677,60678,60680,60681,60682,60684,60685,60686,60687,60688,60689,60690,60691,60693,60694,60695,60696,60697,60699,60701,60706,60707,60712,60714,60803,60804,60805,60827",,,,,,Provided by Advertiser,,,,,web_view_url:https://www.kimfoxx.com/join-us
07d7d2f062dad537a267c98aaf1ef6bf42ec23c5b14d5fe5138a099292cdcdc6,https://www.snap.com/political-ads/asset/fec3cf61a09d701962f144f2fedf39334f865bb3429567e117ca3ff80199257c?mediaType=png,USD,10148,9088100,2020/01/29 15:00:00Z,2020/04/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,24-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://pages.thetruth.com/ditch-juul-snap-ad?cid=social_asm_snapchat_ditchjuul_leadgen_snapads_coffin1_1324
b833b706686d41203dc3bef0b0b468f386f54b882941120523f3105d8ff560a5,https://www.snap.com/political-ads/asset/b11f54da6d56adba2f42bc53fea52f1195c788c9a11749a2ab34c097182d8d3a?mediaType=mp4,USD,241,653268,2020/03/19 19:00:00Z,2020/07/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,24-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://pages.thetruth.com/tiq-this-is-quitting-snapchat-enlist/?cid=social_asm_snapchat_tiq_animated_ditchjuul_autofill_enlist_1324
5d030beaefc6e6d5f4e289f29839f0e7c5824cef1b563e3cd48c185e860032b0,https://www.snap.com/political-ads/asset/9449ce12cae037abb8f8046380bbd24f32e2852b444564fedd1cdcc0106f1a8c?mediaType=mp4,USD,3389,2308621,2020/01/22 22:00:00Z,2020/02/08 04:59:00Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",,United We Dream,,39-,united states,"California,Colorado,North Carolina,New York,Florida,Georgia,New Mexico,Texas,Washington",,,,,,,,,,,,,,Provided by Advertiser,en,"HHI: <50k,Spanish Speakers,Education (Some High School),Home Status (Renter),Life Event (New Mover, 6 months),Occupation (Blue Collar),Occupation (Farming, Fish or Forestry)",,,web_view_url:https://www.uwdwecount.com/?source=SC&utm_source=Ads-SC&utm_medium=Social&utm_campaign=CensusAwareness
bf40a029ceacdd139e691dd640e99a7dcaab06a01702944ea39b1522dde11392,https://www.snap.com/political-ads/asset/2c4df423f58d2d29eb50b83e06793c1ffcae4e114f26fe786a4fa38815f27d48?mediaType=mp4,EUR,1,2965,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Clare,Cork,Kerry,Limerick",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
1e949ab96f4d95d97c15330b23d973ed1ac94c7679436ba12abac353634c7999,https://www.snap.com/political-ads/asset/85a161bef0e11c077659ece2ee8c75462b6195c9d23472c59a5c6464a2685d16?mediaType=mp4,USD,3069,2067537,2020/01/22 22:00:00Z,2020/02/08 04:59:00Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",,United We Dream,,39-,united states,"California,Colorado,North Carolina,New York,Florida,Georgia,New Mexico,Texas,Washington",,,,,,,,,,,,,,Provided by Advertiser,en,"HHI: <50k,Spanish Speakers,Education (Some High School),Home Status (Renter),Life Event (New Mover, 6 months),Occupation (Blue Collar),Occupation (Farming, Fish or Forestry)",,,web_view_url:https://www.uwdwecount.com/?source=SC&utm_source=Ads-SC&utm_medium=Social&utm_campaign=CensusAwareness
5e1613150c45a703aaaf16013d976a3d0f22fef38190f83726bcb24bd853c007,https://www.snap.com/political-ads/asset/49582cb5d71219f774dcc689701b69d89bf86199a6b8d98fe8a7c52520cbe27f?mediaType=mp4,USD,493,184435,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,New Hampshire,,,,,,,,,,,,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://peteforamerica.com/issues?utm_source=Snapchat&utm_medium=Video&utm_campaign=DayAfterTrump_15s
d6b1f5000e17c53d493f2d2e4b09f2eb9af012c14e62ff81c9ea909328846ba1,https://www.snap.com/political-ads/asset/08d39286e3bfcf7f35ad78783fd0566f848b59aa6c873734b72d019537c1c75a?mediaType=png,USD,482,301287,2020/03/25 15:29:30Z,2020/04/01 03:59:59Z,"Middle Seat Consulting, LLC","Po Box 21600,Washington,20009,US",Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez 2020,,18+,united states,,,,,,,,,,,,,Advocates & Activists,,,,,,,web_view_url:https://act.ocasiocortez.com/signup/ads-snapchat-2020q1-gnd/?source=ads-ea-snapchat-20200324-adac-gnd-ad001
d888d48105a1b7704e7a7b0f8e10f910e2d9ae53de2762292cef1d2eb6fab5b6,https://www.snap.com/political-ads/asset/93409969aa66a25ff86a41c6b4dfe56259805c03c11fef2ab953217eaf618272?mediaType=MOV,EUR,300,804561,2020/04/02 16:52:33Z,2020/04/04 16:51:14Z,Avaaz Foundation,US,,Avaaz Foundation,,,poland,,,,,,,,,,,,,,,Provided by Advertiser,pl,,,,web_view_url:https://www.msk.earth/strajk
9992fdce850a21501971735da3dac452f2c6d731445f6298f112e468c2c5ba6b,https://www.snap.com/political-ads/asset/97705745c6c30c83007f09a362ec1adb363ac2a3b03a441417fd1cb09a3661a3?mediaType=mp4,USD,145,69172,2020/01/23 19:57:58Z,2020/02/04 04:59:59Z,Rising Tide Interactive LLC,"1250 H St. NW,Washington,20005,US",Voto Latino,Voto Latino,,18-35,united states,,,,,,,,,"78572,78245,78577,79938,78520,78046,77093,79928,78542,78574,78045,78640,78504,78586,76106,78526,77502,79927,78852,78041,78043,76110,77076,77075,78537,78242,77530,78589,77049,78541,77039,78596,78516,78573,78582,78570,79932,78539,77037,78724,78332,79934,75253,78617,78599,76164,78653,78566,79045,78224,77587,79714,79765,79070,78584,79104,77547,78557,79849,78252,78576,79922,78061,78257,78725,78076,79745,78616,75125,79766,78002,78839,79821,79323,78538","75217,79936,77084,78521,75211,75228,77036",,,,,,,,,,web_view_url:https://vr.rockthevote.com/registrants/new?partner=37610&source=SC_TX_Zips_Jan
45342cc06c9d757721856f21bb6e4122cb2cd1d52557d1c48d402bc352c71470,https://www.snap.com/political-ads/asset/85006f6a492c55f7b1e045bdf7d7a7f345784de4b8713ae0056193d8d9a012c4?mediaType=mp4,USD,1019,948386,2020/01/29 15:00:00Z,2020/04/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,24-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://pages.thetruth.com/ditch-juul-snap-ad?cid=social_asm_snapchat_ditchjuul_leadgen_snapads_mobamba_6_1324
fb46d54aa85dc7d232d2902b10630096256eff07450dd84b7c4420f9301e895f,https://www.snap.com/political-ads/asset/a5a6930a458a74a7e9a8580d3a4e0f39ad841544700d2da333de3882e477592a?mediaType=mp4,USD,4,2585,2020/01/23 19:57:58Z,2020/02/04 04:59:00Z,Rising Tide Interactive LLC,"1250 H St. NW,Washington,20005,US",Voto Latino,Voto Latino,,18-35,united states,Texas,,,,,,,,,,,,,,,,,,,web_view_url:https://vr.rockthevote.com/registrants/new?partner=37610&source=SC_TX_Zips_Jan
6b97c3653cd16c424f06f44776bdc23b98b9259db0790b514cac9a83f6e4044e,https://www.snap.com/political-ads/asset/e95428c37aff578a2cf3b62309c5b3547907faa267af09d9a493f9ec1cf77344?mediaType=jpg,USD,84,52390,2020/01/23 20:42:47Z,2020/01/30 20:42:47Z,Southern Environmental Law Center,US,,SELC,,,united states,Virginia,,,,,,,,,,,,"Outdoor & Nature Enthusiasts,Outdoor Sports Gear Shoppers,Nature & Outdoor Destinations,Beaches,Parks & Gardens,Outdoorsy Destinations",,Provided by Advertiser,,,,,web_view_url:https://www.southernenvironment.org/news-and-press/news-feed/cut-virginia-carbon/?utm_source=snap&utm_medium=ad&utm_campaign=VCRPhase2&p2asource=snap#action
c0dd5bf1f453eeec1d2958a3f1a3a192c12a4ddec4cd8077fea040a0f1295ee1,https://www.snap.com/political-ads/asset/77eb4a9def4e642b52471ddc3d2c7c5c67c073b616b1252988008e6589ea4338?mediaType=mp4,USD,652,68169,2020/04/11 16:01:25Z,2020/05/01 06:59:59Z,Ciceron Inc,"126 N. 3rd Street,Minneapolis,55401,US",,Be the Match,,18-39,united states,,,,,,,,Atlanta,,,,,,,,,,,,web_view_url:https://www.bethematchcouch2cure.org/?utm_source=snapchat&utm_medium=paidsocial&utm_campaign=ourtime&utm_content=national_c2c
